gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Grade3,Grade2,Grade1,Fail
female,group C,master's degree,standard,completed,46,46,72,1,0,0,0
female,group E,high school,free/reduced,completed,64,95,53,0,1,0,0
female,group D,some high school,free/reduced,none,49,66,73,0,1,0,0
male,group B,bachelor's degree,standard,completed,100,49,74,0,1,0,0
male,group C,master's degree,free/reduced,completed,63,51,57,1,0,0,0
male,group B,master's degree,standard,completed,100,89,85,0,0,1,0
female,group A,associate's degree,standard,none,85,70,76,0,1,0,0
male,group D,high school,standard,none,72,68,55,0,1,0,0
male,group D,some high school,free/reduced,completed,80,94,48,0,1,0,0
female,group A,high school,standard,none,79,48,62,0,1,0,0
male,group E,some high school,standard,none,56,33,100,0,1,0,0
male,group A,high school,standard,completed,93,77,42,0,1,0,0
male,group D,some high school,free/reduced,completed,47,48,64,1,0,0,0
male,group B,some high school,free/reduced,completed,51,73,74,0,1,0,0
male,group D,associate's degree,free/reduced,none,56,92,31,1,0,0,0
male,group C,high school,free/reduced,none,67,77,53,0,1,0,0
male,group A,bachelor's degree,standard,none,71,79,60,0,1,0,0
male,group B,associate's degree,free/reduced,completed,94,65,90,0,0,1,0
female,group D,associate's degree,free/reduced,none,55,30,51,1,0,0,0
female,group D,bachelor's degree,free/reduced,none,65,55,94,0,1,0,0
female,group A,some high school,standard,completed,66,45,82,0,1,0,0
male,group D,associate's degree,free/reduced,completed,84,45,43,1,0,0,0
female,group C,high school,free/reduced,none,38,39,75,1,0,0,0
male,group E,bachelor's degree,standard,completed,76,37,49,1,0,0,0
female,group A,some high school,free/reduced,none,86,22,37,1,0,0,0
female,group E,high school,free/reduced,none,65,55,24,1,0,0,0
female,group A,some high school,free/reduced,none,45,76,44,1,0,0,0
male,group E,some high school,free/reduced,completed,80,67,87,0,1,0,0
female,group B,some high school,standard,none,96,53,87,0,1,0,0
female,group A,high school,standard,none,100,37,54,0,1,0,0
male,group D,associate's degree,free/reduced,none,33,27,100,1,0,0,0
male,group B,some high school,free/reduced,completed,73,76,26,1,0,0,0
male,group B,master's degree,standard,none,70,47,58,1,0,0,0
female,group B,some high school,free/reduced,none,49,82,60,0,1,0,0
male,group B,some high school,free/reduced,none,76,92,73,0,0,1,0
male,group E,master's degree,free/reduced,completed,82,78,72,0,1,0,0
female,group D,some high school,standard,completed,72,73,64,0,1,0,0
male,group A,master's degree,free/reduced,none,89,49,64,0,1,0,0
female,group A,high school,free/reduced,completed,59,84,75,0,1,0,0
female,group D,some high school,free/reduced,none,66,81,7,1,0,0,0
female,group D,master's degree,free/reduced,completed,43,51,40,1,0,0,0
male,group D,associate's degree,standard,completed,36,62,57,1,0,0,0
female,group C,associate's degree,standard,completed,57,86,50,0,1,0,0
female,group A,bachelor's degree,standard,none,70,93,73,0,1,0,0
male,group B,bachelor's degree,free/reduced,none,86,96,51,0,1,0,0
male,group D,master's degree,standard,none,76,78,36,0,1,0,0
male,group B,bachelor's degree,standard,none,97,70,50,0,1,0,0
male,group C,some high school,standard,none,31,58,37,1,0,0,0
female,group B,bachelor's degree,free/reduced,none,100,93,62,0,0,1,0
male,group B,some high school,standard,completed,43,43,83,1,0,0,0
female,group C,master's degree,free/reduced,completed,49,53,45,1,0,0,0
female,group B,master's degree,free/reduced,none,79,79,80,0,1,0,0
female,group D,high school,free/reduced,completed,45,26,72,1,0,0,0
female,group B,some high school,standard,completed,34,58,80,1,0,0,0
male,group E,high school,standard,completed,74,34,80,0,1,0,0
female,group C,master's degree,free/reduced,none,77,30,78,0,1,0,0
male,group A,associate's degree,standard,none,89,53,29,1,0,0,0
female,group E,associate's degree,standard,completed,78,44,87,0,1,0,0
male,group C,high school,free/reduced,none,84,72,98,0,0,1,0
male,group E,associate's degree,free/reduced,completed,100,49,96,0,0,1,0
female,group C,associate's degree,standard,completed,72,23,78,1,0,0,0
male,group C,associate's degree,free/reduced,completed,83,84,58,0,1,0,0
female,group C,master's degree,standard,none,68,55,97,0,1,0,0
male,group D,some high school,free/reduced,completed,72,57,100,0,1,0,0
male,group A,master's degree,standard,completed,68,57,25,1,0,0,0
female,group C,bachelor's degree,standard,completed,24,43,59,1,0,0,0
male,group A,high school,standard,completed,100,96,56,0,0,1,0
female,group E,high school,standard,none,62,84,70,0,1,0,0
female,group C,master's degree,free/reduced,none,45,95,70,0,1,0,0
male,group C,associate's degree,standard,none,69,70,81,0,1,0,0
male,group A,master's degree,standard,completed,55,61,61,1,0,0,0
female,group D,high school,standard,none,50,30,60,1,0,0,0
female,group D,master's degree,standard,none,57,55,40,1,0,0,0
female,group D,high school,free/reduced,completed,77,92,42,0,1,0,0
female,group D,master's degree,standard,completed,69,71,55,0,1,0,0
male,group C,bachelor's degree,standard,completed,59,63,41,1,0,0,0
female,group C,bachelor's degree,standard,completed,48,65,27,1,0,0,0
male,group B,master's degree,standard,completed,57,100,59,0,1,0,0
female,group B,associate's degree,standard,completed,43,77,95,0,1,0,0
female,group D,high school,free/reduced,none,72,99,64,0,1,0,0
male,group D,bachelor's degree,standard,none,49,72,59,1,0,0,0
male,group D,associate's degree,free/reduced,completed,70,60,59,0,1,0,0
male,group A,master's degree,standard,none,67,100,60,0,1,0,0
female,group A,master's degree,standard,none,85,69,43,0,1,0,0
female,group E,associate's degree,standard,none,74,56,73,0,1,0,0
female,group A,associate's degree,standard,none,61,59,80,0,1,0,0
male,group E,master's degree,standard,completed,43,79,73,0,1,0,0
male,group D,master's degree,free/reduced,none,59,53,68,1,0,0,0
female,group E,some high school,standard,completed,23,53,64,1,0,0,0
female,group C,master's degree,free/reduced,completed,47,79,69,0,1,0,0
male,group C,master's degree,free/reduced,none,97,61,64,0,1,0,0
female,group A,master's degree,standard,completed,41,88,58,0,1,0,0
male,group C,master's degree,standard,none,68,57,79,0,1,0,0
female,group B,bachelor's degree,free/reduced,none,42,23,99,1,0,0,0
female,group A,bachelor's degree,free/reduced,none,34,59,70,1,0,0,0
female,group C,bachelor's degree,free/reduced,none,47,56,90,0,1,0,0
male,group C,some high school,free/reduced,completed,88,69,36,0,1,0,0
male,group C,some high school,free/reduced,none,44,32,52,1,0,0,0
male,group C,high school,free/reduced,completed,63,69,97,0,1,0,0
female,group D,high school,standard,none,85,68,100,0,0,1,0
female,group B,some high school,free/reduced,completed,85,86,43,0,1,0,0
female,group C,bachelor's degree,free/reduced,completed,39,85,56,0,1,0,0
male,group D,high school,standard,completed,71,42,67,0,1,0,0
female,group B,some high school,standard,completed,5,74,95,1,0,0,0
male,group E,associate's degree,standard,none,78,43,31,1,0,0,0
male,group B,bachelor's degree,standard,none,34,44,44,1,0,0,0
female,group A,some high school,standard,completed,68,77,70,0,1,0,0
male,group E,some high school,standard,completed,70,71,68,0,1,0,0
female,group D,some high school,free/reduced,completed,67,45,59,1,0,0,0
male,group D,associate's degree,standard,none,79,70,90,0,0,1,0
male,group C,high school,standard,none,81,51,50,0,1,0,0
female,group E,master's degree,free/reduced,none,60,95,77,0,1,0,0
female,group C,associate's degree,standard,completed,30,77,64,1,0,0,0
male,group B,bachelor's degree,free/reduced,completed,74,35,68,1,0,0,0
male,group A,some high school,free/reduced,none,78,71,60,0,1,0,0
male,group E,some high school,free/reduced,completed,68,35,8,0,0,0,1
female,group C,master's degree,free/reduced,completed,80,79,48,0,1,0,0
female,group E,high school,free/reduced,none,52,55,66,1,0,0,0
male,group B,bachelor's degree,standard,completed,89,96,76,0,0,1,0
female,group E,bachelor's degree,free/reduced,none,61,77,68,0,1,0,0
female,group C,some high school,free/reduced,none,80,43,52,1,0,0,0
male,group C,high school,free/reduced,none,28,44,29,0,0,0,1
female,group E,bachelor's degree,standard,none,56,54,100,0,1,0,0
male,group C,some high school,free/reduced,none,68,20,52,1,0,0,0
male,group A,associate's degree,standard,completed,61,63,55,1,0,0,0
female,group C,master's degree,free/reduced,none,92,57,60,0,1,0,0
male,group B,high school,free/reduced,completed,31,72,62,1,0,0,0
female,group C,associate's degree,standard,none,69,85,87,0,0,1,0
male,group D,some high school,free/reduced,none,91,41,92,0,1,0,0
male,group E,associate's degree,standard,none,56,18,38,0,0,0,1
male,group A,some high school,free/reduced,completed,39,76,74,0,1,0,0
female,group A,bachelor's degree,standard,none,28,30,100,1,0,0,0
female,group B,some high school,standard,completed,87,54,53,0,1,0,0
male,group C,master's degree,free/reduced,completed,61,75,58,0,1,0,0
female,group A,high school,standard,completed,57,37,51,1,0,0,0
male,group B,bachelor's degree,standard,none,86,63,65,0,1,0,0
female,group C,associate's degree,free/reduced,none,74,60,82,0,1,0,0
female,group D,bachelor's degree,free/reduced,completed,22,56,54,1,0,0,0
male,group D,master's degree,standard,none,68,55,45,1,0,0,0
female,group B,master's degree,standard,completed,46,81,83,0,1,0,0
male,group D,bachelor's degree,free/reduced,none,92,71,53,0,1,0,0
female,group A,bachelor's degree,standard,completed,74,63,63,0,1,0,0
female,group D,master's degree,free/reduced,none,53,80,40,1,0,0,0
male,group C,associate's degree,standard,completed,43,71,72,0,1,0,0
female,group A,bachelor's degree,standard,completed,68,58,48,1,0,0,0
female,group E,bachelor's degree,standard,none,66,77,87,0,1,0,0
male,group E,master's degree,free/reduced,none,31,24,96,1,0,0,0
female,group E,associate's degree,standard,none,87,76,100,0,0,1,0
female,group A,some high school,free/reduced,completed,76,43,78,0,1,0,0
female,group D,bachelor's degree,free/reduced,completed,78,55,60,0,1,0,0
male,group E,associate's degree,standard,none,83,99,97,0,0,1,0
female,group D,bachelor's degree,free/reduced,completed,83,80,44,0,1,0,0
female,group A,master's degree,standard,none,40,80,42,1,0,0,0
male,group D,high school,free/reduced,none,77,48,90,0,1,0,0
female,group A,high school,standard,completed,89,75,64,0,1,0,0
female,group A,associate's degree,standard,completed,90,54,48,0,1,0,0
male,group A,high school,free/reduced,none,69,84,65,0,1,0,0
female,group E,high school,standard,completed,100,73,71,0,0,1,0
female,group D,master's degree,standard,completed,100,70,67,0,1,0,0
male,group E,bachelor's degree,standard,completed,68,34,75,1,0,0,0
male,group C,associate's degree,free/reduced,completed,49,57,54,1,0,0,0
female,group A,master's degree,free/reduced,completed,64,63,1,1,0,0,0
male,group E,associate's degree,standard,none,83,79,47,0,1,0,0
male,group E,associate's degree,standard,none,92,67,83,0,0,1,0
male,group A,high school,free/reduced,none,37,53,59,1,0,0,0
male,group C,associate's degree,free/reduced,completed,53,91,72,0,1,0,0
female,group E,some high school,free/reduced,completed,89,88,49,0,1,0,0
male,group D,associate's degree,free/reduced,none,57,69,45,1,0,0,0
female,group A,bachelor's degree,free/reduced,completed,79,87,50,0,1,0,0
male,group E,master's degree,standard,none,86,59,60,0,1,0,0
female,group B,associate's degree,standard,none,87,100,69,0,0,1,0
male,group C,high school,standard,none,47,66,80,0,1,0,0
male,group D,some high school,standard,completed,97,76,93,0,0,1,0
male,group D,some high school,standard,completed,38,51,88,1,0,0,0
male,group E,master's degree,standard,none,58,62,80,0,1,0,0
male,group D,bachelor's degree,free/reduced,completed,85,59,97,0,0,1,0
male,group D,some high school,free/reduced,none,69,45,63,1,0,0,0
female,group E,associate's degree,free/reduced,completed,72,45,65,0,1,0,0
female,group D,master's degree,free/reduced,none,71,64,49,0,1,0,0
female,group A,high school,free/reduced,completed,100,59,58,0,1,0,0
female,group B,some high school,free/reduced,completed,29,95,48,1,0,0,0
male,group D,high school,standard,none,58,95,83,0,1,0,0
female,group A,high school,free/reduced,none,28,83,69,0,1,0,0
male,group C,associate's degree,standard,completed,93,60,59,0,1,0,0
male,group C,associate's degree,free/reduced,none,50,68,89,0,1,0,0
female,group C,high school,standard,completed,71,75,76,0,1,0,0
male,group E,some high school,free/reduced,completed,96,33,62,0,1,0,0
female,group E,some high school,standard,none,93,73,55,0,1,0,0
female,group C,some high school,standard,none,26,82,59,1,0,0,0
female,group B,associate's degree,free/reduced,none,66,97,60,0,1,0,0
female,group A,bachelor's degree,free/reduced,none,74,73,29,1,0,0,0
male,group B,bachelor's degree,free/reduced,completed,86,16,35,1,0,0,0
male,group C,bachelor's degree,standard,completed,65,58,75,0,1,0,0
male,group C,high school,free/reduced,none,76,94,36,0,1,0,0
male,group C,associate's degree,standard,completed,76,36,86,0,1,0,0
male,group C,associate's degree,standard,completed,58,61,69,0,1,0,0
female,group C,master's degree,free/reduced,none,86,100,55,0,0,1,0
male,group B,some high school,standard,completed,59,12,92,1,0,0,0
female,group C,some high school,free/reduced,completed,63,63,66,0,1,0,0
male,group D,some high school,free/reduced,none,44,87,83,0,1,0,0
male,group B,master's degree,free/reduced,completed,84,41,88,0,1,0,0
male,group D,bachelor's degree,free/reduced,completed,50,67,75,0,1,0,0
female,group E,master's degree,free/reduced,none,68,54,73,0,1,0,0
male,group B,bachelor's degree,free/reduced,none,38,47,39,1,0,0,0
male,group C,associate's degree,free/reduced,none,67,66,63,0,1,0,0
male,group C,associate's degree,free/reduced,completed,100,75,54,0,1,0,0
female,group D,bachelor's degree,standard,completed,89,71,72,0,1,0,0
male,group E,high school,free/reduced,completed,71,54,100,0,1,0,0
female,group E,bachelor's degree,standard,completed,73,48,45,1,0,0,0
female,group E,high school,standard,none,59,92,42,0,1,0,0
male,group C,master's degree,free/reduced,completed,41,70,100,0,1,0,0
male,group D,high school,standard,none,38,54,79,1,0,0,0
male,group B,bachelor's degree,free/reduced,completed,89,49,39,1,0,0,0
female,group E,master's degree,free/reduced,none,58,77,60,0,1,0,0
female,group A,bachelor's degree,free/reduced,completed,28,64,78,1,0,0,0
male,group E,associate's degree,free/reduced,completed,67,47,58,1,0,0,0
male,group A,bachelor's degree,free/reduced,none,44,65,31,1,0,0,0
male,group C,associate's degree,free/reduced,completed,81,44,48,1,0,0,0
female,group C,some high school,standard,completed,52,50,75,1,0,0,0
female,group E,high school,standard,completed,28,57,73,1,0,0,0
male,group B,high school,standard,none,51,47,90,0,1,0,0
male,group D,some high school,free/reduced,none,57,44,47,1,0,0,0
male,group C,some high school,standard,none,100,35,90,0,1,0,0
male,group D,high school,free/reduced,completed,88,57,59,0,1,0,0
male,group A,master's degree,free/reduced,none,57,38,79,1,0,0,0
male,group D,high school,standard,completed,60,69,78,0,1,0,0
female,group E,master's degree,standard,completed,79,80,45,0,1,0,0
female,group A,master's degree,standard,none,59,93,81,0,1,0,0
male,group B,associate's degree,standard,none,91,80,55,0,1,0,0
male,group A,bachelor's degree,free/reduced,none,37,87,50,1,0,0,0
female,group A,associate's degree,standard,completed,35,42,65,1,0,0,0
female,group C,high school,standard,completed,50,70,69,0,1,0,0
male,group E,master's degree,free/reduced,none,51,83,56,0,1,0,0
male,group A,associate's degree,standard,none,83,58,50,0,1,0,0
male,group C,master's degree,standard,none,62,72,89,0,1,0,0
female,group C,bachelor's degree,standard,completed,81,78,77,0,1,0,0
